success,rt,trial_type,trial_index,time_elapsed,internal_node_id,stimulus,response,slider_start,itemID,condition,tag,accuracy,participant_id,ctime
NA,8173,html-slider-response,17,102897,0.0-1.0-2.2,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.014.jpeg>
              <p id=""context"">Two television executives are discussing the success of the shows on their channel.</p>
              <div id=""initiative"" class=""utterance""><p>I don't get the feeling that the new daytime drama on TV grew its viewership last month.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, and the network is investigating why not.</p></div>
            </div>",12,50,9,notfeeling,whynot,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,2745,html-button-response,18,105644,0.0-1.0-0.3,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.006.jpeg>
              <p id=""context"">Two tax consultants are discussing tax regulations for public institutions.</p>
            </div>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,4279,html-button-response,19,109924,0.0-1.0-1.3,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.006.jpeg>
              <p id=""context"">Two tax consultants are discussing tax regulations for public institutions.</p>
              <div id=""initiative"" class=""utterance""><p>It's just a rumor that the public universities had to follow the new tax laws.</p></div>
            </div>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,4515,html-slider-response,20,114441,0.0-1.0-2.3,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.006.jpeg>
              <p id=""context"">Two tax consultants are discussing tax regulations for public institutions.</p>
              <div id=""initiative"" class=""utterance""><p>It's just a rumor that the public universities had to follow the new tax laws.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, not even the proficatble ones.</p></div>
            </div>",38,50,13,rumor,noteven,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,1640,html-button-response,21,116082,0.0-1.0-0.4,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.015.jpeg>
              <p id=""context"">Two journalists are following the developments in a high-profile scandal.</p>
            </div>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,3739,html-button-response,22,119822,0.0-1.0-1.4,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.015.jpeg>
              <p id=""context"">Two journalists are following the developments in a high-profile scandal.</p>
              <div id=""initiative"" class=""utterance""><p>I don't get the impression that the reporters interviewed the whistleblowers this morning.</p></div>
            </div>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,3446,html-slider-response,23,123270,0.0-1.0-2.4,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.015.jpeg>
              <p id=""context"">Two journalists are following the developments in a high-profile scandal.</p>
              <div id=""initiative"" class=""utterance""><p>I don't get the impression that the reporters interviewed the whistleblowers this morning.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, not even the ones that are famous.</p></div>
            </div>",10,50,10,notimpression,noteven,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,1581,html-button-response,24,124852,0.0-1.0-0.5,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.008.jpeg>
              <p id=""context"">Two event organizers are talking about a recent fundraiser.</p>
            </div>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,26282,html-button-response,25,151136,0.0-1.0-1.5,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.008.jpeg>
              <p id=""context"">Two event organizers are talking about a recent fundraiser.</p>
              <div id=""initiative"" class=""utterance""><p>I don't believe that the guests at our yearly banquet received champagne as an aperitif.</p></div>
            </div>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,8635,html-slider-response,26,159773,0.0-1.0-2.5,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.008.jpeg>
              <p id=""context"">Two event organizers are talking about a recent fundraiser.</p>
              <div id=""initiative"" class=""utterance""><p>I don't believe that the guests at our yearly banquet received champagne as an aperitif.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, and the caterer can tell you why not.</p></div>
            </div>",76,50,14,notbelieve,whynot,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,1330,html-button-response,27,161104,0.0-1.0-0.6,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.007.jpeg>
              <p id=""context"">Two classical music enthusiasts discuss an event they attended together.</p>
            </div>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,6603,html-button-response,28,167709,0.0-1.0-1.6,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.007.jpeg>
              <p id=""context"">Two classical music enthusiasts discuss an event they attended together.</p>
              <div id=""initiative"" class=""utterance""><p>I heavily doubt that the pianists played Beethoven sonatas at the competition.</p></div>
            </div>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,2795,html-slider-response,29,170506,0.0-1.0-2.6,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.007.jpeg>
              <p id=""context"">Two classical music enthusiasts discuss an event they attended together.</p>
              <div id=""initiative"" class=""utterance""><p>I heavily doubt that the pianists played Beethoven sonatas at the competition.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, and neither did the violinists.</p></div>
            </div>",69,50,8,doubt,neither,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,3549,html-button-response,30,174056,0.0-1.0-0.7,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.012.jpeg>
              <p id=""context"">Two guests at a soccer match are discussing the players pre-game routine.</p>
            </div>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,3195,html-button-response,31,177252,0.0-1.0-1.7,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.012.jpeg>
              <p id=""context"">Two guests at a soccer match are discussing the players pre-game routine.</p>
              <div id=""initiative"" class=""utterance""><p>It's a lie that the home team warmed up their muscles before the game.</p></div>
            </div>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,2491,html-slider-response,32,179745,0.0-1.0-2.7,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.012.jpeg>
              <p id=""context"">Two guests at a soccer match are discussing the players pre-game routine.</p>
              <div id=""initiative"" class=""utterance""><p>It's a lie that the home team warmed up their muscles before the game.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, not even for five minutes.</p></div>
            </div>",69,50,11,lie,noteven,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,1249,html-button-response,33,180995,0.0-1.0-0.8,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.002.jpeg>
              <p id=""context"">Two labor activitsts are discussing the developments during a strike in the mining industry.</p>
            </div>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,6644,html-button-response,34,187640,0.0-1.0-1.8,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.002.jpeg>
              <p id=""context"">Two labor activitsts are discussing the developments during a strike in the mining industry.</p>
              <div id=""initiative"" class=""utterance""><p>It's not my opinion that the coal miners talked to the press this week.</p></div>
            </div>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,25099,html-slider-response,35,212741,0.0-1.0-2.8,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.002.jpeg>
              <p id=""context"">Two labor activitsts are discussing the developments during a strike in the mining industry.</p>
              <div id=""initiative"" class=""utterance""><p>It's not my opinion that the coal miners talked to the press this week.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, and the reporters understood why not.</p></div>
            </div>",29,50,12,notopinion,whynot,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,1587,html-button-response,36,214329,0.0-1.0-0.9,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.010.jpeg>
              <p id=""context"">Two medical researchers are discussing what happened at a recent conference.</p>
            </div>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,4880,html-button-response,37,219210,0.0-1.0-1.9,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.010.jpeg>
              <p id=""context"">Two medical researchers are discussing what happened at a recent conference.</p>
              <div id=""initiative"" class=""utterance""><p>You're wrong that the pharmacists discussed potential side effects of the medicine at the conference.</p></div>
            </div>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,4500,html-slider-response,38,223712,0.0-1.0-2.9,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.010.jpeg>
              <p id=""context"">Two medical researchers are discussing what happened at a recent conference.</p>
              <div id=""initiative"" class=""utterance""><p>You're wrong that the pharmacists discussed potential side effects of the medicine at the conference.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, and neither did the association of medical doctors.</p></div>
            </div>",25,50,15,wrong,neither,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,1149,html-button-response,39,224863,0.0-1.0-0.10,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.009.jpeg>
              <p id=""context"">Two board members of an NGO are discussing how things went in their organization during the past month.</p>
            </div>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,5432,html-button-response,40,230296,0.0-1.0-1.10,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.009.jpeg>
              <p id=""context"">Two board members of an NGO are discussing how things went in their organization during the past month.</p>
              <div id=""initiative"" class=""utterance""><p>I think that the volunteers performed many administrative tasks this month.</p></div>
            </div>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,5104,html-slider-response,41,235401,0.0-1.0-2.10,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.009.jpeg>
              <p id=""context"">Two board members of an NGO are discussing how things went in their organization during the past month.</p>
              <div id=""initiative"" class=""utterance""><p>I think that the volunteers performed many administrative tasks this month.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, and I'm left wondering why not.</p></div>
            </div>",9,50,2,think,whynot,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,2081,html-button-response,42,237484,0.0-1.0-0.11,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.005.jpeg>
              <p id=""context"">Two colleagues are talking about what happened at the company Christmas party.</p>
            </div>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,1853,html-button-response,43,239338,0.0-1.0-1.11,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.005.jpeg>
              <p id=""context"">Two colleagues are talking about what happened at the company Christmas party.</p>
              <div id=""initiative"" class=""utterance""><p>I don't think that the party planning committee made an effort this year.</p></div>
            </div>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,3832,html-slider-response,44,243171,0.0-1.0-2.11,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.005.jpeg>
              <p id=""context"">Two colleagues are talking about what happened at the company Christmas party.</p>
              <div id=""initiative"" class=""utterance""><p>I don't think that the party planning committee made an effort this year.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, not even with the catering.</p></div>
            </div>",82,50,1,notthink,noteven,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,2380,html-button-response,45,245552,0.0-1.0-0.12,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.011.jpeg>
              <p id=""context"">Two union representatives are discussing some concerns that have been raised by the employees of a car factory.</p>
            </div>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,3727,html-button-response,46,249280,0.0-1.0-1.12,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.011.jpeg>
              <p id=""context"">Two union representatives are discussing some concerns that have been raised by the employees of a car factory.</p>
              <div id=""initiative"" class=""utterance""><p>I disagree that the warehouse crew received benefits in this period.</p></div>
            </div>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,3287,html-slider-response,47,252569,0.0-1.0-2.12,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.011.jpeg>
              <p id=""context"">Two union representatives are discussing some concerns that have been raised by the employees of a car factory.</p>
              <div id=""initiative"" class=""utterance""><p>I disagree that the warehouse crew received benefits in this period.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, and neither did the office workers.</p></div>
            </div>",80,50,4,disagree,neither,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,1022,html-button-response,48,253592,0.0-1.0-0.13,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.001.jpeg>
              <p id=""context"">Two journalists are discussing the results of the recent international climate summit.</p>
            </div>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,5249,html-button-response,49,258843,0.0-1.0-1.13,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.001.jpeg>
              <p id=""context"">Two journalists are discussing the results of the recent international climate summit.</p>
              <div id=""initiative"" class=""utterance""><p>It's not my view that the delegates narrowed down possible target dates in the final resolution.</p></div>
            </div>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,3134,html-slider-response,50,261978,0.0-1.0-2.13,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.001.jpeg>
              <p id=""context"">Two journalists are discussing the results of the recent international climate summit.</p>
              <div id=""initiative"" class=""utterance""><p>It's not my view that the delegates narrowed down possible target dates in the final resolution.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, and neither did the chair of the session.</p></div>
            </div>",59,50,3,notview,neither,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,1157,html-button-response,51,263137,0.0-1.0-0.14,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.004.jpeg>
              <p id=""context"">Two law students are discussing a precedent case study.</p>
            </div>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,4284,html-button-response,52,267423,0.0-1.0-1.14,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.004.jpeg>
              <p id=""context"">Two law students are discussing a precedent case study.</p>
              <div id=""initiative"" class=""utterance""><p>The defendant had horrible representation.  Like the defense lawyer's closing statement really made an impact in this case.</p></div>
            </div>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,4804,html-slider-response,53,272229,0.0-1.0-2.14,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.004.jpeg>
              <p id=""context"">Two law students are discussing a precedent case study.</p>
              <div id=""initiative"" class=""utterance""><p>The defendant had horrible representation.  Like the defense lawyer's closing statement really made an impact in this case.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, not even on the public perception.</p></div>
            </div>",44,50,6,like,noteven,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,7317,survey,54,279610,0.0-2.0-0.0,NA,"{""P0_Q0"":null,""age"":""22"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""comments"":""""}",NA,NA,NA,NA,[],47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
TRUE,2630,fullscreen,0,3638,0.0-0.0-0.0,NA,NA,NA,NA,NA,NA,NA,14278193-caf6-4812-9d8e-e2f3da868437,2023-11-20 23:15:53 CET
NA,1770,html-button-response,1,5409,0.0-0.0-1.0,"<p style='text-align:left'>In this experiment, you will read short conversations between two people. The first person always makes a statement, and the second responds to the first. We ask you to rate how natural the response to the statement is, on a slider from 'totally unnatural' to 'totally natural'.</p>          <p style='text-align:left'>In rating the responses, you should consider whether you might use these sentences or whether you think others might use them. There are no right or wrong answers here beyond your own intuition. You should answer each question as quickly as you can, but without rushing. Don't worry, this will be easy, and you will get a chance to practice this.</p>          <p style='text-align:left'> At the end of the experiment, we ask you some demographic questions (age, gender, native language).</p>          <h4>Consent to participate:</h4>          <p style='text-align:left' font size=""1""> By clicking on the button below you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. Participation in this study should not consume more than 5 minutes of your time, and there are no risks or discomforts expected to result from participation. You are free to withdraw from this experiment at any time without penalty. Your data will be collected and treated anonymously and confidentially. It may be used for any subsequent data analysis and / or publication of results based on this experiment, and stored in electronic format indefinitely. If you have any questions, you may contact the requester through Prolific's platform, or directly at ac140440@uni-stuttgart.de.</p>",0,NA,NA,NA,NA,NA,14278193-caf6-4812-9d8e-e2f3da868437,2023-11-20 23:15:53 CET
NA,5517,html-button-response,2,10926,0.0-0.0-2.0-0.0,"<p style='text-align:left'>Okay, so let's start with our practice round. You will see a picture showing a situation where there is an imagined conversation between two people, and a sentence that describes the context of the conversation.</p>            <p style='text-align:left'> You should read the sentence and then press continue. Let's try it out.</p>",0,NA,NA,NA,NA,NA,14278193-caf6-4812-9d8e-e2f3da868437,2023-11-20 23:15:53 CET
NA,6500,html-button-response,3,17427,0.0-0.0-2.0-1.0,<div id='wrapper'><img id='scene' src='images/scenes.001.jpeg'><p id='context'>Two neighbors are discussing the healthcare costs in their local community.</p>,0,NA,NA,NA,NA,NA,14278193-caf6-4812-9d8e-e2f3da868437,2023-11-20 23:15:53 CET
NA,5830,html-button-response,4,23257,0.0-0.0-2.0-2.0,"<p style='text-align:left'>Then, you will see the first part of the conversation. It will show up as a statement in the first speech bubble.</p>            <p style='text-align:left'> As before, just read this statement, and press continue.</p>",0,NA,NA,NA,NA,NA,14278193-caf6-4812-9d8e-e2f3da868437,2023-11-20 23:15:53 CET
NA,9343,html-button-response,5,32601,0.0-0.0-2.0-3.0,<div id='wrapper'><img id='scene' src='images/scenes.001.jpeg'><p id='context'>Two neighbors are discussing the healthcare costs in their local community.</p><div id='initiative' class='utterance'><p>The dentists in this town didn't charge the private patients a lot of money last year.</p></div>,0,NA,NA,NA,NA,NA,14278193-caf6-4812-9d8e-e2f3da868437,2023-11-20 23:15:53 CET
NA,9118,html-button-response,6,41719,0.0-0.0-2.0-4.0,"<p style='text-align:left'>Finally, you will read the response. Now, you will be asked to give a rating of how natural the response sounds as a reaction to the first statement.</p>            <p style='text-align:left'> Read the response, adjust the slider to reflect how natural the sentence sounds to you, and then press continue.</p>",0,NA,NA,NA,NA,NA,14278193-caf6-4812-9d8e-e2f3da868437,2023-11-20 23:15:53 CET
NA,13689,html-slider-response,7,55409,0.0-0.0-2.0-5.0,"<div id='wrapper'><img id='scene' src='images/scenes.001.jpeg'><p id='context'>Two neighbors are discussing the healthcare costs in their local community.</p><div id='initiative' class='utterance'><p>The dentists in this town didn't charge the private patients a lot of money last year.</p></div><div id='response' class='utterance'><p>Yeah, not even the most greedy ones.</p></div>",25,50,NA,NA,NA,NA,14278193-caf6-4812-9d8e-e2f3da868437,2023-11-20 23:15:53 CET
NA,1678,html-button-response,8,57088,0.0-0.0-2.0-6.0,"<p style='text-align:left'>Great, this is what you will be doing in the study. Let's begin.</p>",0,NA,NA,NA,NA,NA,14278193-caf6-4812-9d8e-e2f3da868437,2023-11-20 23:15:53 CET
NA,6970,html-button-response,9,64059,0.0-1.0-0.0,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.005.jpeg>
              <p id=""context"">Two union representatives are discussing some concerns that have been raised by the employees of a car factory.</p>
            </div>",0,NA,NA,NA,NA,NA,14278193-caf6-4812-9d8e-e2f3da868437,2023-11-20 23:15:53 CET
NA,13210,html-button-response,10,77269,0.0-1.0-1.0,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.005.jpeg>
              <p id=""context"">Two union representatives are discussing some concerns that have been raised by the employees of a car factory.</p>
              <div id=""initiative"" class=""utterance""><p>It's a lie that the warehouse crew received benefits in this period.</p></div>
            </div>",0,NA,NA,NA,NA,NA,14278193-caf6-4812-9d8e-e2f3da868437,2023-11-20 23:15:53 CET
NA,13569,html-slider-response,11,90839,0.0-1.0-2.0,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.005.jpeg>
              <p id=""context"">Two union representatives are discussing some concerns that have been raised by the employees of a car factory.</p>
              <div id=""initiative"" class=""utterance""><p>It's a lie that the warehouse crew received benefits in this period.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, not even their basic health insurance.</p></div>
            </div>",68,50,4,lie,noteven,NA,14278193-caf6-4812-9d8e-e2f3da868437,2023-11-20 23:15:53 CET
NA,17223,html-button-response,12,108064,0.0-1.0-0.1,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.015.jpeg>
              <p id=""context"">Two labor activitsts are discussing the developments during a strike in the mining industry.</p>
            </div>",0,NA,NA,NA,NA,NA,14278193-caf6-4812-9d8e-e2f3da868437,2023-11-20 23:15:53 CET
NA,3170,html-button-response,13,111234,0.0-1.0-1.1,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.015.jpeg>
              <p id=""context"">Two labor activitsts are discussing the developments during a strike in the mining industry.</p>
              <div id=""initiative"" class=""utterance""><p>I don't think that the coal miners talked to the press this week.</p></div>
            </div>",0,NA,NA,NA,NA,NA,14278193-caf6-4812-9d8e-e2f3da868437,2023-11-20 23:15:53 CET
NA,8937,html-slider-response,14,120171,0.0-1.0-2.1,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.015.jpeg>
              <p id=""context"">Two labor activitsts are discussing the developments during a strike in the mining industry.</p>
              <div id=""initiative"" class=""utterance""><p>I don't think that the coal miners talked to the press this week.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, and the reporters understood why not.</p></div>
            </div>",73,50,12,notthink,whynot,NA,14278193-caf6-4812-9d8e-e2f3da868437,2023-11-20 23:15:53 CET
NA,2365,html-button-response,15,122537,0.0-1.0-0.2,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.011.jpeg>
              <p id=""context"">Two event organizers are talking about a recent fundraiser.</p>
            </div>",0,NA,NA,NA,NA,NA,14278193-caf6-4812-9d8e-e2f3da868437,2023-11-20 23:15:53 CET
NA,10513,html-button-response,16,133050,0.0-1.0-1.2,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.011.jpeg>
              <p id=""context"">Two event organizers are talking about a recent fundraiser.</p>
              <div id=""initiative"" class=""utterance""><p>It's just a rumor that the guests at our yearly banquet received champagne as an aperitif.</p></div>
            </div>",0,NA,NA,NA,NA,NA,14278193-caf6-4812-9d8e-e2f3da868437,2023-11-20 23:15:53 CET
NA,26426,html-slider-response,17,159477,0.0-1.0-2.2,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.011.jpeg>
              <p id=""context"">Two event organizers are talking about a recent fundraiser.</p>
              <div id=""initiative"" class=""utterance""><p>It's just a rumor that the guests at our yearly banquet received champagne as an aperitif.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, and neither did the organizers.</p></div>
            </div>",40,50,14,rumor,neither,NA,14278193-caf6-4812-9d8e-e2f3da868437,2023-11-20 23:15:53 CET
NA,3545,html-button-response,18,163023,0.0-1.0-0.3,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.012.jpeg>
              <p id=""context"">Two medical researchers are discussing what happened at a recent conference.</p>
            </div>",0,NA,NA,NA,NA,NA,14278193-caf6-4812-9d8e-e2f3da868437,2023-11-20 23:15:53 CET
NA,3569,html-button-response,19,166592,0.0-1.0-1.3,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.012.jpeg>
              <p id=""context"">Two medical researchers are discussing what happened at a recent conference.</p>
              <div id=""initiative"" class=""utterance""><p>It's not my view that the pharmacists discussed potential side effects of the medicine at the conference.</p></div>
            </div>",0,NA,NA,NA,NA,NA,14278193-caf6-4812-9d8e-e2f3da868437,2023-11-20 23:15:53 CET
NA,14719,html-slider-response,20,181311,0.0-1.0-2.3,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.012.jpeg>
              <p id=""context"">Two medical researchers are discussing what happened at a recent conference.</p>
              <div id=""initiative"" class=""utterance""><p>It's not my view that the pharmacists discussed potential side effects of the medicine at the conference.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, and the attendees questioned why not.</p></div>
            </div>",31,50,15,notview,whynot,NA,14278193-caf6-4812-9d8e-e2f3da868437,2023-11-20 23:15:53 CET
NA,6478,html-button-response,21,187790,0.0-1.0-0.4,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.006.jpeg>
              <p id=""context"">Two board members of an NGO are discussing how things went in their organization during the past month.</p>
            </div>",0,NA,NA,NA,NA,NA,14278193-caf6-4812-9d8e-e2f3da868437,2023-11-20 23:15:53 CET
NA,8927,html-button-response,22,196717,0.0-1.0-1.4,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.006.jpeg>
              <p id=""context"">Two board members of an NGO are discussing how things went in their organization during the past month.</p>
              <div id=""initiative"" class=""utterance""><p>All of our colleagues are lazy. Like the volunteers really performed many administrative tasks this month.</p></div>
            </div>",0,NA,NA,NA,NA,NA,14278193-caf6-4812-9d8e-e2f3da868437,2023-11-20 23:15:53 CET
NA,7674,html-slider-response,23,204392,0.0-1.0-2.4,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.006.jpeg>
              <p id=""context"">Two board members of an NGO are discussing how things went in their organization during the past month.</p>
              <div id=""initiative"" class=""utterance""><p>All of our colleagues are lazy. Like the volunteers really performed many administrative tasks this month.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, not even simple scheduling tasks.</p></div>
            </div>",72,50,2,like,noteven,NA,14278193-caf6-4812-9d8e-e2f3da868437,2023-11-20 23:15:53 CET
NA,2555,html-button-response,24,206948,0.0-1.0-0.5,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.004.jpeg>
              <p id=""context"">Two television executives are discussing the success of the shows on their channel.</p>
            </div>",0,NA,NA,NA,NA,NA,14278193-caf6-4812-9d8e-e2f3da868437,2023-11-20 23:15:53 CET
NA,7695,html-button-response,25,214644,0.0-1.0-1.5,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.004.jpeg>
              <p id=""context"">Two television executives are discussing the success of the shows on their channel.</p>
              <div id=""initiative"" class=""utterance""><p>You're wrong that the new daytime drama on TV grew its viewership last month.</p></div>
            </div>",0,NA,NA,NA,NA,NA,14278193-caf6-4812-9d8e-e2f3da868437,2023-11-20 23:15:53 CET
